year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1392,2013-2014,total,Female,Service Workers and Shop and Market Sales Workers,303786,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",619778,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Crafts and Related Trades Workers,627170,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,"Machinery Operators, Assemblers and Drivers",41156,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Laborers,202170,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Other or Not Declared,5167,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Total,15005782,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,"Legislators, Senior Officials and Managers",562423,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Professionals,1815811,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Technicians and Associate Professionals,1060117,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Clerical and Administrative Workers,895754,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Service Workers and Shop and Market Sales Workers,2352461,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",573352,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Crafts and Related Trades Workers,3334287,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,"Machinery Operators, Assemblers and Drivers",2008335,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Laborers,2039233,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Both,Other or Not Declared,364004,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Total,12954428,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,"Legislators, Senior Officials and Managers",473342,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Professionals,1057068,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Technicians and Associate Professionals,871962,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Clerical and Administrative Workers,665149,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Service Workers and Shop and Market Sales Workers,2097241,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",530320,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Crafts and Related Trades Workers,2972595,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,"Machinery Operators, Assemblers and Drivers",1973058,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Laborers,1953325,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Male,Other or Not Declared,360364,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Total,2051354,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,"Legislators, Senior Officials and Managers",89080,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Professionals,758742,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Technicians and Associate Professionals,188155,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Clerical and Administrative Workers,230605,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Service Workers and Shop and Market Sales Workers,255220,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",43032,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Crafts and Related Trades Workers,361692,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,"Machinery Operators, Assemblers and Drivers",35276,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Laborers,85908,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,urban,Female,Other or Not Declared,3640,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Total,6340397,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,"Legislators, Senior Officials and Managers",54783,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Professionals,124731,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Technicians and Associate Professionals,106351,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Clerical and Administrative Workers,62238,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Service Workers and Shop and Market Sales Workers,343551,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2677956,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Crafts and Related Trades Workers,948588,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,"Machinery Operators, Assemblers and Drivers",599070,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Laborers,1351171,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Both,Other or Not Declared,71953,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Total,5246458,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,"Legislators, Senior Officials and Managers",50272,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Professionals,81337,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Technicians and Associate Professionals,88129,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Clerical and Administrative Workers,48884,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Service Workers and Shop and Market Sales Workers,294985,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2101210,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Crafts and Related Trades Workers,683110,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,"Machinery Operators, Assemblers and Drivers",593191,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Laborers,1234909,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Male,Other or Not Declared,70426,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,Total,1093939,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,"Legislators, Senior Officials and Managers",4511,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,Professionals,43393,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,Technicians and Associate Professionals,18221,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,Clerical and Administrative Workers,13354,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,Service Workers and Shop and Market Sales Workers,48566,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",576746,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
