changed,rule,chart_id,primary_source,category,old_title,new_title
Y,strip-unit,wdi__EN.GHG.CO2.PI.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Power Industry (Energy)
Y,strip-unit,wdi__EN.GHG.CO2.TR.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Transport (Energy)
Y,strip-unit,wdi__EN.GHG.FGAS.IP.MT.CE,wdi,Environment,F-gases emissions from Industrial Processes (Mt CO2e),F-gases emissions from Industrial Processes
Y,strip-unit,wdi__EN.GHG.N2O.AG.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),Nitrous oxide (N2O) emissions from Agriculture
Y,strip-unit,wdi__EN.GHG.N2O.BU.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Building (Energy)
Y,strip-unit,wdi__EN.GHG.N2O.FE.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy)
Y,strip-unit,wdi__EN.GHG.N2O.IC.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Combustion (Energy)
Y,strip-unit,wdi__EN.GHG.N2O.IP.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Processes
Y,strip-unit,wdi__EN.GHG.N2O.PI.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Power Industry (Energy)
Y,strip-unit,wdi__EN.GHG.N2O.TR.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Transport (Energy)
Y,strip-unit,wdi__EN.GHG.N2O.WA.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),Nitrous oxide (N2O) emissions from Waste
Y,strip-unit,wdi__ER.FSH.AQUA,wdi,Environment (Land & Resources),Aquaculture production (metric tons),Aquaculture production
Y,strip-unit,wdi__ER.FSH.CAPT,wdi,Environment (Land & Resources),Capture fisheries production (metric tons),Capture fisheries production
Y,strip-unit,wdi__ER.FSH.PROD,wdi,Environment (Land & Resources),Total fisheries production (metric tons),Total fisheries production
Y,strip-unit,wdi__FB.ATM.TOTL,wdi,Financial Sector (Banking Access),"Automated teller machines (ATMs) (per 100,000 adults)",Automated teller machines (ATMs)
Y,strip-unit,wdi__FB.CBK.BRCH,wdi,Financial Sector (Banking Access),"Commercial bank branches (per 100,000 adults)",Commercial bank branches
Y,strip-unit,wdi__FI.RES.XGLD,wdi,Financial Sector (Interest Rates),Total reserves minus gold (current US$),Total reserves minus gold
Y,strip-unit,wdi__FM.AST.DOMS,wdi,Financial Sector (Monetary),Net domestic credit (current LCU),Net domestic credit
Y,strip-unit,wdi__FM.AST.NFRG,wdi,Financial Sector (Monetary),Net foreign assets (current LCU),Net foreign assets
Y,strip-unit,wdi__FM.AST.PRVT.GD,wdi,Financial Sector (Monetary),Monetary Sector credit to private sector (% GDP),Monetary Sector credit to private sector
Y,strip-unit,wdi__FM.LBL.BMNY,wdi,Financial Sector (Monetary),Broad money (current LCU),Broad money
Y,strip-unit,wdi__FP.CPI.TOTL,wdi,Prices & Inflation,"Inflation, consumer prices (annual %)","Inflation, consumer prices"
Y,strip-unit,wdi__FR.INR,wdi,Financial Sector (Interest Rates),Real interest rate (%),Real interest rate
Y,strip-unit,wdi__FS.AST.CGOV.GD,wdi,Financial Sector,"Claims on central government, etc. (% GDP)","Claims on central government, etc."
Y,strip-unit,wdi__GC.AST.TOTL,wdi,Government Finance,Net acquisition of financial assets (current LCU),Net acquisition of financial assets
Y,strip-unit,wdi__GC.LBL.TOTL,wdi,Government Finance,"Net incurrence of liabilities, total (current LCU)","Net incurrence of liabilities, total"
Y,strip-unit,wdi__GC.NFN.TOTL,wdi,Government Finance,Net investment in nonfinancial assets (current LCU),Net investment in nonfinancial assets
Y,strip-unit,wdi__GC.NLD.TOTL,wdi,Government Finance,Net lending (+) / net borrowing (-) (current LCU),Net lending (+) / net borrowing (-)
Y,strip-unit,wdi__GC.REV.GOTR,wdi,Government Finance,Grants and other revenue (current LCU),Grants and other revenue
Y,strip-unit,wdi__GC.REV.SOCL,wdi,Government Finance,Social contributions (current LCU),Social contributions
Y,strip-unit,wdi__GC.REV.XGRT,wdi,Government Finance,"Revenue, excluding grants (current LCU)","Revenue, excluding grants"
Y,strip-unit,wdi__GC.TAX.EXPT,wdi,Government Finance,Taxes on exports (current LCU),Taxes on exports
Y,strip-unit,wdi__GC.TAX.GSRV,wdi,Government Finance,Taxes on goods and services (current LCU),Taxes on goods and services
Y,strip-unit,wdi__GC.TAX.IMPT,wdi,Government Finance,Customs and other import duties (current LCU),Customs and other import duties
Y,strip-unit,wdi__GC.TAX.INTT,wdi,Government Finance,Taxes on international trade (current LCU),Taxes on international trade
Y,strip-unit,wdi__GC.TAX.OTHR,wdi,Government Finance,Other taxes (current LCU),Other taxes
Y,strip-unit,wdi__GC.TAX.TOTL,wdi,Government Finance,Tax revenue (current LCU),Tax revenue
Y,strip-unit,wdi__GC.TAX.YPKG,wdi,Government Finance,"Taxes on income, profits and capital gains (current LCU)","Taxes on income, profits and capital gains"
Y,strip-unit,wdi__GC.XPN.COMP,wdi,Government Finance,Compensation of employees (current LCU),Compensation of employees
Y,strip-unit,wdi__GC.XPN.GSRV,wdi,Government Finance,Goods and services expense (current LCU),Goods and services expense
Y,strip-unit,wdi__GC.XPN.INTP,wdi,Government Finance,Interest payments (current LCU),Interest payments
Y,strip-unit,wdi__GC.XPN.OTHR,wdi,Government Finance,Other expense (current LCU),Other expense
Y,strip-unit,wdi__GC.XPN.TOTL,wdi,Government Finance,Expense (current LCU),Expense
Y,strip-unit,wdi__GC.XPN.TRFT,wdi,Government Finance,Subsidies and other transfers (current LCU),Subsidies and other transfers
Y,strip-unit,wdi__GD_WBL_OVL,wdi,Gender / Legal Rights,WBL: Legal Framework Index (scale 0-100),WBL: Legal Framework Index
Y,strip-unit,wdi__GOV_WGI_CC,wdi,Governance (WGI),Control of Corruption - Governance score (0-100),Control of Corruption - Governance score
Y,strip-unit,wdi__GOV_WGI_GE,wdi,Governance (WGI),Government Effectiveness - Governance score (0-100),Government Effectiveness - Governance score
Y,strip-unit,wdi__GOV_WGI_PV,wdi,Governance (WGI),Political Stability - Governance score (0-100),Political Stability - Governance score
Y,strip-unit,wdi__GOV_WGI_RL,wdi,Governance (WGI),Rule of Law - Governance score (0-100),Rule of Law - Governance score
Y,strip-unit,wdi__GOV_WGI_RQ,wdi,Governance (WGI),Regulatory Quality - Governance score (0-100),Regulatory Quality - Governance score
Y,strip-unit,wdi__GOV_WGI_VA,wdi,Governance (WGI),Voice and Accountability - Governance score (0-100),Voice and Accountability - Governance score
Y,strip-unit,wdi__IC.BUS,wdi,Business & Investment Climate,New businesses registered (number),New businesses registered
Y,strip-unit,wdi__IE.PPI.ENGY,wdi,Infrastructure (Energy),Investment in energy with private participation (current US$),Investment in energy with private participation
Y,strip-unit,wdi__IE.PPI.ICTI,wdi,Infrastructure (Energy),Investment in ICT with private participation (current US$),Investment in ICT with private participation
Y,strip-unit,wdi__IE.PPI.TRAN,wdi,Infrastructure (Transport),Investment in transport with private participation (current US$),Investment in transport with private participation
Y,strip-unit,wdi__IE.PPN.ENGY,wdi,Infrastructure (Energy),Public private partnerships investment in energy (current US$),Public private partnerships investment in energy
Y,strip-unit,wdi__IE.PPN.TRAN,wdi,Infrastructure (Transport),Public private partnerships investment in transport (current US$),Public private partnerships investment in transport
Y,strip-unit,wdi__IT.NET.BBND,wdi,Infrastructure & Technology,Fixed broadband subscriptions (per 100 people),Fixed broadband subscriptions
Y,strip-unit,wdi__LP.LPI.CUST,wdi,Logistics Performance,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process
Y,strip-unit,wdi__LP.LPI.INFR,wdi,Logistics Performance,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Logistics performance index: Quality of trade and transport-related infrastructure
Y,strip-unit,wdi__LP.LPI.ITRN,wdi,Logistics Performance,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics performance index: Ease of arranging competitively priced shipments
Y,strip-unit,wdi__LP.LPI.LOGS,wdi,Logistics Performance,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Logistics performance index: Competence and quality of logistics services
Y,strip-unit,wdi__LP.LPI.OVRL,wdi,Logistics Performance,Logistics performance index: Overall (1=low to 5=high),Logistics performance index: Overall
Y,strip-unit,wdi__LP.LPI.TIME,wdi,Logistics Performance,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time
Y,strip-unit,wdi__LP.LPI.TRAC,wdi,Logistics Performance,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics performance index: Ability to track and trace consignments
Y,strip-unit,wdi__MS.MIL.XPND,wdi,Military Expenditure,Military expenditure (current LCU),Military expenditure
Y,strip-unit,wdi__NE.CON.GOVT.KD,wdi,Macro / Expenditure & Trade Aggregates,General government final consumption expenditure (annual % growth),General government final consumption expenditure
Y,strip-unit,wdi__NE.CON.PCAP.PP,wdi,Macro / Expenditure & Trade Aggregates,"Households and NPISHs Final consumption expenditure per capita, PPP (current international $)","Households and NPISHs Final consumption expenditure per capita, PPP"
Y,strip-unit,wdi__NE.CON.PRVT.CN,wdi,Macro / Expenditure & Trade Aggregates,Households and NPISHs final consumption expenditure: linked series (current LCU),Households and NPISHs final consumption expenditure: linked series
Y,strip-unit,wdi__NE.CON.PRVT.KD,wdi,Macro / Expenditure & Trade Aggregates,Households and NPISHs Final consumption expenditure (annual % growth),Households and NPISHs Final consumption expenditure
Y,strip-unit,wdi__NE.CON.PRVT.PC,wdi,Macro / Expenditure & Trade Aggregates,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),Households and NPISHs Final consumption expenditure per capita
Y,strip-unit,wdi__NE.CON.PRVT.PC.KD,wdi,Macro / Expenditure & Trade Aggregates,Households and NPISHs Final consumption expenditure per capita growth (annual %),Households and NPISHs Final consumption expenditure per capita growth
Y,strip-unit,wdi__NE.CON.PRVT.PP,wdi,Macro / Expenditure & Trade Aggregates,"Households and NPISHs Final consumption expenditure, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP"
Y,strip-unit,wdi__NE.CON.TOTL.KD,wdi,Macro / Expenditure & Trade Aggregates,Final consumption expenditure (annual % growth),Final consumption expenditure
Y,strip-unit,wdi__NE.EXP.GNFS.KD,wdi,Macro / Expenditure & Trade Aggregates,Exports of goods and services (annual % growth),Exports of goods and services
Y,strip-unit,wdi__NE.GDI.FTOT.KD,wdi,Macro / Expenditure & Trade Aggregates,Gross fixed capital formation (annual % growth),Gross fixed capital formation
Y,strip-unit,wdi__NE.GDI.STKB,wdi,Macro / Expenditure & Trade Aggregates,Changes in inventories (current LCU),Changes in inventories
Y,strip-unit,wdi__NE.GDI.TOTL.KD,wdi,Macro / Expenditure & Trade Aggregates,Gross capital formation (annual % growth),Gross capital formation
Y,strip-unit,wdi__NE.IMP.GNFS.KD,wdi,Macro / Expenditure & Trade Aggregates,Imports of goods and services (annual % growth),Imports of goods and services
Y,strip-unit,wdi__NV.AGR.EMPL,wdi,Industry / Value Added by Sector,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Agriculture, forestry, and fishing, value added per worker"
Y,strip-unit,wdi__NV.AGR.TOTL.KD,wdi,Industry / Value Added by Sector,"Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added"
Y,strip-unit,wdi__NV.FSM.TOTL,wdi,Industry / Value Added by Sector,Financial intermediary services indirectly Measured (FISIM) (current LCU),Financial intermediary services indirectly Measured (FISIM)
Y,strip-unit,wdi__NV.IND.EMPL,wdi,Industry / Value Added by Sector,"Industry (including construction), value added per worker (constant 2015 US$)","Industry (including construction), value added per worker"
Y,strip-unit,wdi__NV.IND.MANF.KD,wdi,Industry / Value Added by Sector,"Manufacturing, value added (annual % growth)","Manufacturing, value added"
Y,strip-unit,wdi__NV.IND.TOTL.KD,wdi,Industry / Value Added by Sector,"Industry (including construction), value added (annual % growth)","Industry (including construction), value added"
Y,strip-unit,wdi__NV.MNF.TECH.ZS,wdi,Industry / Value Added by Sector,Medium and high-tech manufacturing value added (% manufacturing value added),Medium and high-tech manufacturing value added
Y,strip-unit,wdi__NV.SRV.EMPL,wdi,Industry / Value Added by Sector,"Services, value added per worker (constant 2015 US$)","Services, value added per worker"
Y,strip-unit,wdi__NV.SRV.TOTL.KD,wdi,Industry / Value Added by Sector,"Services, value added (annual % growth)","Services, value added"
Y,strip-unit,wdi__NY.ADJ.AEDU,wdi,Macro / National Accounts,Adjusted savings: education expenditure (current US$),Adjusted savings: education expenditure
Y,strip-unit,wdi__NY.ADJ.DCO2,wdi,Macro / National Accounts,Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage
Y,strip-unit,wdi__NY.ADJ.DFOR,wdi,Macro / National Accounts,Adjusted savings: net forest depletion (current US$),Adjusted savings: net forest depletion
Y,strip-unit,wdi__NY.ADJ.DKAP,wdi,Macro / National Accounts,Adjusted savings: consumption of fixed capital (current US$),Adjusted savings: consumption of fixed capital
Y,strip-unit,wdi__NY.ADJ.DMIN,wdi,Macro / National Accounts,Adjusted savings: mineral depletion (current US$),Adjusted savings: mineral depletion
Y,strip-unit,wdi__NY.ADJ.DNGY,wdi,Macro / National Accounts,Adjusted savings: energy depletion (current US$),Adjusted savings: energy depletion
Y,strip-unit,wdi__NY.ADJ.DPEM,wdi,Macro / National Accounts,Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage
Y,strip-unit,wdi__NY.ADJ.NNAT,wdi,Macro / National Accounts,Adjusted savings: net national savings (current US$),Adjusted savings: net national savings
