chart_id,title,category,primary_source,verdict,flags,n_variants,n_countries,iran_points,iran_nonzero,iran_span,iran_distinct,iran_ymin,iran_ymax,best_variant
wdi__SL.TLF.ACTI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
wdi__SL.TLF.ACTI.1524,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"
wdi__SL.TLF.ACTI.1524.FE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"
wdi__SL.TLF.ACTI.1524.FE.NE,"Labor force participation rate for ages 15-24, female (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,26,26,59,26,1966,2024,"Labor force participation rate for ages 15-24, female (%) (national estimate)"
wdi__SL.TLF.ACTI.1524.MA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"
wdi__SL.TLF.ACTI.1524.MA.NE,"Labor force participation rate for ages 15-24, male (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,26,26,59,26,1966,2024,"Labor force participation rate for ages 15-24, male (%) (national estimate)"
wdi__SL.TLF.ACTI.1524.NE,"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,26,26,59,26,1966,2024,"Labor force participation rate for ages 15-24, total (%) (national estimate)"
wdi__SL.TLF.ACTI.FE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"
wdi__SL.TLF.ACTI.MA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"
wdi__SL.TLF.ADVN,Labor force with advanced education (% of total working-age population with advanced education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Labor force with advanced education (% of total working-age population with advanced education)
wdi__SL.TLF.ADVN.FE,"Labor force with advanced education, female (% of female working-age population with advanced education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with advanced education, female (% of female working-age population with advanced education)"
wdi__SL.TLF.ADVN.MA,"Labor force with advanced education, male (% of male working-age population with advanced education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with advanced education, male (% of male working-age population with advanced education)"
wdi__SL.TLF.BASC,Labor force with basic education (% of total working-age population with basic education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Labor force with basic education (% of total working-age population with basic education)
wdi__SL.TLF.BASC.FE,"Labor force with basic education, female (% of female working-age population with basic education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with basic education, female (% of female working-age population with basic education)"
wdi__SL.TLF.BASC.MA,"Labor force with basic education, male (% of male working-age population with basic education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with basic education, male (% of male working-age population with basic education)"
wdi__SL.TLF.CACT,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"
wdi__SL.TLF.CACT.FE,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"
wdi__SL.TLF.CACT.FM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
wdi__SL.TLF.CACT.FM.NE,Ratio of female to male labor force participation rate (%) (national estimate),Labor & Employment,wdi,OK,,1,11,26,26,59,26,1966,2024,Ratio of female to male labor force participation rate (%) (national estimate)
wdi__SL.TLF.CACT.MA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"
wdi__SL.TLF.CACT.NE,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",Labor & Employment,wdi,OK,,1,11,26,26,59,26,1966,2024,"Labor force participation rate, total (% of total population ages 15+) (national estimate)"
wdi__SL.TLF.INTM,Labor force with intermediate education (% of total working-age population with intermediate education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Labor force with intermediate education (% of total working-age population with intermediate education)
wdi__SL.TLF.INTM.FE,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with intermediate education, female (% of female working-age population with intermediate education)"
wdi__SL.TLF.INTM.MA,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Labor force with intermediate education, male (% of male working-age population with intermediate education)"
wdi__SL.TLF.PART,"Part time employment, total (% of total employment)",Labor & Employment,wdi,OK,,1,10,20,20,20,20,2005,2024,"Part time employment, total (% of total employment)"
wdi__SL.TLF.PART.FE,"Part time employment, female (% of total female employment)",Labor & Employment,wdi,OK,,1,10,20,20,20,20,2005,2024,"Part time employment, female (% of total female employment)"
wdi__SL.TLF.PART.MA,"Part time employment, male (% of total male employment)",Labor & Employment,wdi,OK,,1,10,20,20,20,20,2005,2024,"Part time employment, male (% of total male employment)"
wdi__SL.TLF.TOTL,"Labor force, total",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force, total"
wdi__SL.TLF.TOTL.FE,"Labor force, female (% of total labor force)",Labor & Employment,wdi,OK,,1,11,36,36,36,36,1990,2025,"Labor force, female (% of total labor force)"
wdi__SL.UEM.1524,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"
wdi__SL.UEM.1524.FE,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
wdi__SL.UEM.1524.FE.NE,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"
wdi__SL.UEM.1524.MA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,34,1991,2025,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"
wdi__SL.UEM.1524.MA.NE,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"
wdi__SL.UEM.1524.NE,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
wdi__SL.UEM.ADVN,Unemployment with advanced education (% of total labor force with advanced education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Unemployment with advanced education (% of total labor force with advanced education)
wdi__SL.UEM.ADVN.FE,"Unemployment with advanced education, female (% of female labor force with advanced education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with advanced education, female (% of female labor force with advanced education)"
wdi__SL.UEM.ADVN.MA,"Unemployment with advanced education, male (% of male labor force with advanced education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with advanced education, male (% of male labor force with advanced education)"
wdi__SL.UEM.BASC,Unemployment with basic education (% of total labor force with basic education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Unemployment with basic education (% of total labor force with basic education)
wdi__SL.UEM.BASC.FE,"Unemployment with basic education, female (% of female labor force with basic education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with basic education, female (% of female labor force with basic education)"
wdi__SL.UEM.BASC.MA,"Unemployment with basic education, male (% of male labor force with basic education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with basic education, male (% of male labor force with basic education)"
wdi__SL.UEM.INTM,Unemployment with intermediate education (% of total labor force with intermediate education),Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,Unemployment with intermediate education (% of total labor force with intermediate education)
wdi__SL.UEM.INTM.FE,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with intermediate education, female (% of female labor force with intermediate education)"
wdi__SL.UEM.INTM.MA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Unemployment with intermediate education, male (% of male labor force with intermediate education)"
wdi__SL.UEM.NEET,"Share of youth not in education, employment or training, total (% of youth population)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Share of youth not in education, employment or training, total (% of youth population)"
wdi__SL.UEM.NEET.FE,"Share of youth not in education, employment or training, female (% of female youth population)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Share of youth not in education, employment or training, female (% of female youth population)"
wdi__SL.UEM.NEET.MA,"Share of youth not in education, employment or training, male (% of male youth population)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Share of youth not in education, employment or training, male (% of male youth population)"
wdi__SL.UEM.NEET.MA.ME,"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,21,21,21,21,2005,2025,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)"
wdi__SL.UEM.NEET.ME,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,21,21,21,21,2005,2025,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)"
wdi__SL.UEM.TOTL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
wdi__SL.UEM.TOTL.FE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Unemployment, female (% of female labor force) (modeled ILO estimate)"
wdi__SL.UEM.TOTL.MA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Unemployment, male (% of male labor force) (modeled ILO estimate)"
wdi__SL.UEM.TOTL.MA.NE,"Unemployment, male (% of male labor force) (national estimate)",Labor & Employment,wdi,OK,,1,11,25,25,39,25,1986,2024,"Unemployment, male (% of male labor force) (national estimate)"
wdi__SL.UEM.TOTL.NE,"Unemployment, total (% of total labor force) (national estimate)",Labor & Employment,wdi,OK,,1,11,25,25,39,25,1986,2024,"Unemployment, total (% of total labor force) (national estimate)"
wdi__SM.POP,Net migration,Migration,wdi,OK,,3,11,90,66,66,66,1960,2025,Net migration
wdi__SM.POP.ASYS,Asylum-seekers by country or territory of asylum,Migration,wdi,OK,,2,11,52,26,26,26,2000,2025,Asylum-seekers by country or territory of origin
wdi__SM.POP.OPIP,Other people in need of international protection by country or territory of asylum,Migration,wdi,THIN,SPARSE|SHORT|FLAT,1,2,1,1,1,1,2025,2025,Other people in need of international protection by country or territory of asylum
wdi__SM.POP.RHCR,Refugees under the mandate of the UNHCR by country or territory of asylum,Migration,wdi,OK,,2,11,97,51,64,44,1962,2025,Refugees under the mandate of the UNHCR by country or territory of asylum
wdi__SM.POP.TOTL,International migrant stock (% of population),Migration,wdi,OK,,1,11,8,8,35,8,1990,2024,International migrant stock (% of population)
wdi__SN.ITK.DEFC,Prevalence of undernourishment (% of population),Nutrition,wdi,OK,,1,11,23,23,23,17,2001,2023,Prevalence of undernourishment (% of population)
wdi__SN.ITK.MSFI,Prevalence of moderate or severe food insecurity in the population,Nutrition,wdi,OK,,1,7,9,9,9,8,2015,2023,Prevalence of moderate or severe food insecurity in the population (%)
wdi__SN.ITK.SALT,Consumption of iodized salt (% of households),Nutrition,wdi,THIN,SPARSE|SHORT|FLAT,1,4,2,2,4,2,1997,2000,Consumption of iodized salt (% of households)
wdi__SN.ITK.SVFI,Prevalence of severe food insecurity in the population,Nutrition,wdi,OK,,1,7,9,9,9,8,2015,2023,Prevalence of severe food insecurity in the population (%)
wdi__SP.ADO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Demographics & Population,wdi,OK,,1,11,65,65,65,65,1960,2024,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
wdi__SP.DYN.AMRT,"Mortality rate, adult, by sex",Demographics & Population,wdi,OK,,2,11,130,65,65,65,1960,2024,"Mortality rate, adult, male (per 1,000 male adults)"
wdi__SP.DYN.CBRT,"Birth rate, crude",Demographics & Population,wdi,OK,,1,11,65,65,65,65,1960,2024,"Birth rate, crude (per 1,000 people)"
wdi__SP.DYN.CDRT,"Death rate, crude",Demographics & Population,wdi,OK,,1,11,65,65,65,63,1960,2024,"Death rate, crude (per 1,000 people)"
wdi__SP.DYN.CONM,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",Demographics & Population,wdi,OK,,1,11,11,11,34,10,1977,2010,"Contraceptive prevalence, any modern method (% of married women ages 15-49)"
wdi__SP.DYN.CONU,"Contraceptive prevalence, any method (% of married women ages 15-49)",Demographics & Population,wdi,OK,,1,11,11,11,34,11,1977,2010,"Contraceptive prevalence, any method (% of married women ages 15-49)"
wdi__SP.DYN.IMRT,"Mortality rate, infant",Demographics & Population,wdi,OK,,1,11,54,54,54,54,1971,2024,"Mortality rate, infant (per 1,000 live births)"
wdi__SP.DYN.IMRT.FE,"Mortality rate, infant, female",Demographics & Population,wdi,OK,,1,11,54,54,54,54,1971,2024,"Mortality rate, infant, female (per 1,000 live births)"
wdi__SP.DYN.LE00,"Life expectancy at birth, total",Demographics & Population,wdi,OK,,1,11,65,65,65,65,1960,2024,"Life expectancy at birth, total (years)"
