score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
4,تعرفه,d5a00dfc081a,Aeen-Nameh,اضافه شدن مواد 123، 124 و 125 به نظامنامه اجراي مفاد اسناد رسمي,1316/04/24,1937,وزیر عدلیه,1284,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اضافه_شدن_مواد_123،_124_و_125_به_نظامنامه_اجراي_مفاد_اسناد_رسمي_2158092967007499993.txt,other
4,بودجه,b97083d85260,Aeen-Nameh,اصلاح آئين نامه اجرايي بند ك تبصره 2 قانون بودجه سال 1374 كل كشور,1374/12/09,1996,هیات وزیران,1064,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آئين_نامه_اجرايي_بند_ك_تبصره_2_قانون_بودجه_سال_1374_كل_كشور_12618511650500172363.txt,law
4,بودجه,98eff1a8f6fe,Aeen-Nameh,اصلاح  تبصره  ماده  29 آيين نامه  اجرايي  تبصره  3 قانون  بودجه  سال 1370 كل  كشور,1370/12/21,1992,هیات وزیران,1128,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح__تبصره__ماده__29_آيين_نامه__اجرايي__تبصره__3_قانون__بودجه__سال_1370_كل__كشور_3289797908806929177.txt,law
4,بودجه,35615da35545,Aeen-Nameh,اصلاحيه آيين نامه اجرايي بند  ب  تبصره  24  قانون بودجه سال 1380كل كشور,1380/04/20,2001,هیات وزیران,1174,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_بند__ب__تبصره__24__قانون_بودجه_سال_1380كل_كشور_9831840572843398344.txt,amendment
4,سهام,4f563ee06dd4,Aeen-Nameh,دستورالعمل اجرايي بازارسازي سهام به انضمام قرارداد بازارسازي سهام,1384/10/03,2005,هیات مدیره سازمان کار گزاران,342,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_اجرايي_بازارسازي_سهام_به_انضمام_قرارداد_بازارسازي_سهام_12697118467212861925.txt,other
4,بودجه,0d40dbac600a,Aeen-Nameh,اصلاح آيين نامه اجرايي بند الف تبصره8 قانون بودجه سال1378كل كشور,1378/12/18,2000,هیات وزیران,1338,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند_الف_تبصره8_قانون_بودجه_سال1378كل_كشور_13577682021958719728.txt,law
4,دام,6181a2b0a8f6,Aeen-Nameh,اصلاح ماده  24  آيين نامه استخدام مربي ب ...  و مربيان براي كليه سطوح در نيروهاي مسلح,1382/12/20,2004,هیات وزیران,1189,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده__24__آيين_نامه_استخدام_مربي_ب_...__و_مربيان_براي_كليه_سطوح_در_نيروهاي_مسلح_3201743733158885982.txt,other
4,بورس,0bce6209d6d8,Aeen-Nameh,دستورالعمل موضوع ماده 18 آيين نامه اجرايي قانون بازار اوراق بهادار,1387/12/19,2009,شورای عالی بورس و اوراق بهادار,345,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_موضوع_ماده_18_آيين_نامه_اجرايي_قانون_بازار_اوراق_بهادار_16318804887804422262.txt,law
4,اجاره,9571124e6404,Aeen-Nameh,راجع به اجراي آئين نامه مال  الاجاره در 35 شهر,1323/07/22,1944,وزیر دادگستری_ وزیر دارایی,917,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/راجع_به_اجراي_آئين_نامه_مال__الاجاره_در_35_شهر_10369398068908651885.txt,other
4,بودجه,beee2f59d707,Aeen-Nameh,الحاق عبارتي به بندهاي 1،4،6 تبصره  1  و ... 14،8 ضوابط اجرايي بودجه سال 1380 كل كشور,1380/04/20,2001,هیات وزیران,1186,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_عبارتي_به_بندهاي_1،4،6_تبصره__1__و_..._14،8_ضوابط_اجرايي_بودجه_سال_1380_كل_كشور_6232304688273140162.txt,other
4,دام,7559efcfd2f6,Aeen-Nameh,الحاق يك تبصره به ماده 7 آيين نامه اجرايي قسمتي از تبصره 2 ماده 43 قانون استخدام كشوري,1364/12/18,1986,هیات وزیران,1153,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_يك_تبصره_به_ماده_7_آيين_نامه_اجرايي_قسمتي_از_تبصره_2_ماده_43_قانون_استخدام_كشوري_725567749913237973.txt,law
4,اعتبار,17b866cc1a04,Aeen-Nameh,نامه اصلاحي تصويبنامه تامين اعتبار و اخت ... گي و اداره كل راه و ترابري استان هرمزگان,1370/09/10,1991,هیات وزیران,1051,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/نامه_اصلاحي_تصويبنامه_تامين_اعتبار_و_اخت_..._گي_و_اداره_كل_راه_و_ترابري_استان_هرمزگان_9340430573742784291.txt,decree
4,صنعت,fce1e121a158,Aeen-Nameh,اصلاح بندهاي  1 ،  2  و  4  ماده  17  آيين نامه تشخيص صلاحيت پيمانكاران صنعت ساخت,1385/06/19,2006,هیات وزیران,1279,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_بندهاي__1_،__2__و__4__ماده__17__آيين_نامه_تشخيص_صلاحيت_پيمانكاران_صنعت_ساخت_10521473617208153116.txt,other
4,بودجه,1eb13a667a23,Aeen-Nameh,اصلاح آيين نامه اجرايي بند د تبصره 21 قانون بودجه سال 1379 كل كشور,1379/02/25,2000,هیات وزیران,1288,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند_د_تبصره_21_قانون_بودجه_سال_1379_كل_كشور_5471673338533671098.txt,law
4,بودجه,61c096754300,Aeen-Nameh,تصويبنامه راجع به اصلاح ماده5آيين نامه ا ... ب تبصره  13 قانون بودجه سال 1378 كل كشور,1378/06/21,1999,هیات وزیران,1225,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_اصلاح_ماده5آيين_نامه_ا_..._ب_تبصره__13_قانون_بودجه_سال_1378_كل_كشور_7996040014406131521.txt,decree
4,دام,83555bb60768,Aeen-Nameh,اصلاح بند 13 آيين نامه سوادآموزي مشمولين قانون كار و استخدام كشوري و تبصره 2 آن,1365/10/28,1987,هیات وزیران,1164,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاح_بند_13_آيين_نامه_سوادآموزي_مشمولين_قانون_كار_و_استخدام_كشوري_و_تبصره_2_آن_9006230525045086369.txt,law
4,دام,266e3208f81e,Aeen-Nameh,الحاق يك تبصره به ماده 2 آيين نامه اجراي ... دامه تحصيل كارگزاران كشور در ساعات اداري,1375/04/10,1996,هیات وزیران,1052,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_يك_تبصره_به_ماده_2_آيين_نامه_اجراي_..._دامه_تحصيل_كارگزاران_كشور_در_ساعات_اداري_12366753780910673430.txt,other
4,کار,f8223512fdf5,Aeen-Nameh,تصویب‌نامه راجع به افزایش مستمریهای موضوع آیین‌نامه اجرایی ماده (۸) قانون تشکیل صندوق حمایت وکلاء و کارگشایان دادگستری با اصلاحات و الحاقات بعدی,1386/01/26,2007,هیات وزیران,1469,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/15326905667938358806_15326905667938358806.txt,law
4,بودجه,2c7be80dfcbb,Aeen-Nameh,اصلاح ماده 4 آيين نامه اجرايي بند ب تبصره 11 قانون بودجه سال 1372 كل كشور,1372/10/08,1993,هیات وزیران,1226,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده_4_آيين_نامه_اجرايي_بند_ب_تبصره_11_قانون_بودجه_سال_1372_كل_كشور_14199332740807274941.txt,law
4,بودجه,3ab998a17c1c,Aeen-Nameh,اصلاح آيين نامه ضوابط اجرايي بودجه سال 1381كل كشور,1381/04/02,2002,هیات وزیران,778,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_ضوابط_اجرايي_بودجه_سال_1381كل_كشور_12278665720169391516.txt,other
4,کار,5c17f02de82c,Aeen-Nameh,تصویب‌نامه در خصوص افزایش گروه شغلی کارکنان دولت با اصلاحات و الحاقات بعدی,1374/12/13,1996,هیات وزیران,1432,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/4413070713083844822_4413070713083844822.txt,other
4,دام,41938711e2c6,Aeen-Nameh,ضوابط بكارگيري  و استخدام  در دستگاههاي  دولتي,1381/05/30,2002,هیات وزیران,2464,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_بكارگيري__و_استخدام__در_دستگاههاي__دولتي_18142786831174320706.txt,other
4,بودجه,96633a7709b7,Aeen-Nameh,آئيننامه اجرائي نحوه مصرف   20    از درآ ... بصره   10   قانون بودجه سال 1370 كل كشور,1369/12/15,1991,هیات وزیران,2176,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئيننامه_اجرائي_نحوه_مصرف___20____از_درآ_..._بصره___10___قانون_بودجه_سال_1370_كل_كشور_3260111214464196665.txt,law
4,دام,4ef77f2dbc01,Aeen-Nameh,اصلاحيه آيين نامه مقررات استخدامي و نحوه ... اياي همكاران قراردادي وزارت جهاد سازندگي,1379/06/16,2000,هیات وزیران,1286,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_مقررات_استخدامي_و_نحوه_..._اياي_همكاران_قراردادي_وزارت_جهاد_سازندگي_8935144626074533305.txt,amendment
4,دام,33a1e148e1ea,Aeen-Nameh,اصلاحيه آيين نامه استخدامي شهرداري تهران,1376/05/08,1997,هیات وزیران,930,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_استخدامي_شهرداري_تهران_4833038928823308147.txt,amendment
4,بودجه,33c1e69d234a,Aeen-Nameh,تصويبنامه راجع به اجراء مصوبه شماره 4130 ... ان رديف 14 تبصره 12 قانون بودجه سال 1367,1367/02/14,1988,هیات وزیران,1194,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_اجراء_مصوبه_شماره_4130_..._ان_رديف_14_تبصره_12_قانون_بودجه_سال_1367_11698783867136326403.txt,decree
4,اعتبار,e2041d020ac2,Aeen-Nameh,اصلاح آيين نامه اجرايي قانون تامين اعتبار احداث،تكميل،توسعه و تجهيز اماكن ورزشي,1378/12/18,2000,هیات وزیران,1244,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_قانون_تامين_اعتبار_احداث،تكميل،توسعه_و_تجهيز_اماكن_ورزشي_15075608486200824441.txt,law
4,برنامه توسعه,eaba1cdab53c,Divan_aali_votes,رأي و حدت  رو يه شماره 540 ديوان عالي كش ... حبس تعزيري به جزاي نقدي در جرايم رانندگي,1369/08/29,1990,اطلاعات پایه,4491,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_540_ديوان_عالي_كش_..._حبس_تعزيري_به_جزاي_نقدي_در_جرايم_رانندگي_9073565082474541137.txt,court_ruling
4,اجاره,ef8edb676d51,Divan_aali_votes,رأي و حدت  رو يه شماره 520 ديوان عالي كش ... ز تصويب آن قانون به اجاره واگذار شده است,1367/12/09,1989,در خصوص تخلیه اماکن مسکونی به کلیه اماکنی که قبل از تصویب آن,4558,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_520_ديوان_عالي_كش_..._ز_تصويب_آن_قانون_به_اجاره_واگذار_شده_است_10116197210520213700.txt,court_ruling
4,اعتبار,c8e0a1935d40,Divan_aali_votes,اجازه خريد  10  دستگاه خودرو توسط وزارت نيرو  شركت توانير  از محل اعتبارات مصوب,1404/01/31,2025,مصوب ۱۴۰۴ / ۰۱ / ۳۱ هیات وزیران,1227,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/اجازه_خريد__10__دستگاه_خودرو_توسط_وزارت_نيرو__شركت_توانير__از_محل_اعتبارات_مصوب_15749917841924542886.txt,court_ruling
4,اجاره,a0be37b4f393,Divan_aali_votes,رأي و حدت  رو يه شماره 519 ديوان عالي كش ... راجع به تعديل اجاره  بهاي محل كسب و پيشه,1367/12/02,1989,اطلاعات پایه,4871,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_519_ديوان_عالي_كش_..._راجع_به_تعديل_اجاره__بهاي_محل_كسب_و_پيشه_13136161510516868595.txt,court_ruling
4,ارز,838dc5cb7922,Divan_aali_votes,رأي و حدت  رو يه شماره 115 ديوان عالي كش ...  ارزاق و ساير كالاهاي مصرفي رو زانه عموم,1356/12/08,1978,اطلاعات پایه,4186,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_115_ديوان_عالي_كش_...__ارزاق_و_ساير_كالاهاي_مصرفي_رو_زانه_عموم_4089589942705395251.txt,court_ruling
4,دام,1f083a110f61,Divan_aali_votes,رأي و حدت  رو يه شماره 92 ديوان عالي كشو ... خدام كليه كارمندان جزﺀ سابقه خدمت دو لتي,1353/10/04,1974,اطلاعات پایه,5086,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_92_ديوان_عالي_كشو_..._خدام_كليه_كارمندان_جزﺀ_سابقه_خدمت_دو_لتي_13144668942155677382.txt,court_ruling
4,تجارت,88666815a66a,Divan_aali_votes,بخشنامه سازمان توسعه تجارت ايران درخصوص  ... ت هاي توليد شده در داخل كشور در سال 1404,1404/02/07,2025,سازمان توسعه تجارت ایران,291,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/بخشنامه_سازمان_توسعه_تجارت_ايران_درخصوص__..._ت_هاي_توليد_شده_در_داخل_كشور_در_سال_1404_7994564768025982313.txt,court_ruling
4,دام,aedac4f75186,Divan_aali_votes,رأي و حدت  رو يه شماره 2253 ديوان عالي ك ... كارمندان دو لت در مطالبه مزاياي استخدامي,1335/10/25,1957,اطلاعات پایه,805,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_2253_ديوان_عالي_ك_..._كارمندان_دو_لت_در_مطالبه_مزاياي_استخدامي_9125058692907228318.txt,court_ruling
4,دام,b774c90af6a1,Divan_edalat_edari_votes,رأي شماره 19 مورخ 1366 06 26 هيأت عمومي  ... ستخدام كشوري مصوب 1358 11 01  وحدت رويه,1358/11/01,1980,(وحدت رویه),2722,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_19_مورخ_1366_06_26_هيأت_عمومي__..._ستخدام_كشوري_مصوب_1358_11_01__وحدت_رويه__9902696216132680139.txt,court_ruling
