chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
iran_barite_production_1961_1980,Barite Production,تولید باریت,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Barite),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)",60219/60000/80000/80000/115000 t (1970-74). NEW 1970-74 data point (barite not present in the existing USGS-derived Iran mineral file's raw extraction) -- BGS is the only source for these specific years in this project.,"[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_gypsum_production_1968_1980,Gypsum Production,تولید گچ,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Gypsum),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,1968-1980,"No earlier data in this project's holdings (1961-65 volume's Iran chapter did not report gypsum) -- real gap, not omitted. || 2,099,980/2,250,000/2,400,000/2,400,000/2,400,000 t (1970-74). Independent BGS cross-check against the existing 1968-1980 USGS-derived gypsum series -- see iran_mining_series/README.md for direct year-by-year comparison.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1968-1980""}]"
iran_salt_production_1961_1980,Salt (Rock) Production,تولید نمک (سنگ‌نمک),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Salt (rock)),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)",350000/390000/400000/350000/400000 t (1970-74). NEW 1970-74 data point -- salt not present in the existing USGS-derived Iran mineral file's raw extraction.,"[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_sulfur_production_1961_1980,Sulfur Production (Refined + Elemental Byproduct),تولید گوگرد (پالایش‌شده + محصول جانبی عنصری),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Sulfur'),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","Source terminology shifts mid-series (see mining series README) -- preserved as printed per row, not force-normalized. || Recovered: 412/495/666/595/~600 kt S; Ore: 1/2/3/3/(blank) kt S (1970-74). Independent BGS cross-check, conceptually comparable to (but not year-overlapping with) the existing USGS 'Sulfur total (native + byproduct of petroleum/gas)' 1976-80 rows -- see iran_mining_series/README.md caveats on the naming/methodology shift.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_coal_production_1961_1980,Coal Production (Non-Oil),تولید زغال‌سنگ (غیرنفتی),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coal),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","Non-oil coal specifically -- crude/refined petroleum are covered by other datasets already in this project (deliberately excluded from this source per its own manifest). || 323000/400000/1000000/1000000/1200000 t (1970-74). NEW 1970-74 data point -- coal not present in the existing USGS-derived Iran mineral file's raw extraction. Shows a striking ~3.7x jump from 1971 (400,000t) to 1972 (1,000,000t).","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_coke_production_1961_1980,Coke Production,تولید کک,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coke),,,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)",,"[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_cement_production_1954_1980,Cement (Hydraulic) Production,تولید سیمان (هیدرولیکی),Mining & Minerals Production,تولید معدن و مواد معدنی,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959 + usgs-minerals-yearbook,,,"pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Cement) + iran_mining_series/usgs_iran_mineral_production_1961_1980.csv (commodity=Cement, hydraulic)",new,,,"1954/55-1958/59 spliced to 1961-1980 (gaps 1959/60-1960/61, 1966/67, 1971/72)","SPLICE: the Pahlavi-era industrial-production table's Cement row (65.0 -> 410.1 thousand metric tons, 1954/55-1958/59) and the USGS mining series' Cement row (745 -> 9,000 thousand metric tons, 1961-1980) are the SAME commodity in the SAME unit (thousand metric tons) and join into one plausible continuous growth trajectory (410 in 1958/59 -> 745 by 1961 is a reasonable 2-3 year gap-adjusted growth rate). Documented here as the join; both underlying files kept as separate raw sources, never merged/edited in data/raw/.","[{""source_org"": ""International Bank for Reconstruction and Development (World Bank)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-12"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:wb1960-industrial-production-1954-1959""}, {""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International)"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980"", ""restored_note"": ""citation-accuracy-audit restoration 2026-07-13: this row's audit-verified citation (originally fixed 2026-07-13T13:15 per logs/downloads/citation-accuracy-audit.log) had silently reverted to a fuzzy-matched value, likely when a later staging-merge pass re-ran build_citations.py from a pre-audit registry snapshot. Restored from the audit log's documented fix + the cited manifest.json files. (bonus completeness fix: primary_source names both WB 1954-59 and USGS 1961-80 tables; only WB was ever cited.)""}]"
iran_sar_cheshmeh_copper_project_narrative_1965_2022,"Sar Cheshmeh Copper Project, Development Narrative & Modern Production",روند توسعه و تولید طرح مس سرچشمه در دوران معاصر,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs-minerals-yearbook (narrative) + imidro-iran (modern production),,,usgs_iran_commodity_narrative_highlights_1965_1980.csv (4 Sar Cheshmeh rows) + imidro_sarcheshmeh_monthly_production_snapshot_2021_22.csv,new,,,1965 (pre-discovery exploration) - 2021/22 (modern monthly snapshot),"Qualitative narrative (1970 formal $330M approval -> 1975 construction 15% complete -> 1980 stalled by revolution, output redirected to domestic market) bridged to a modern quantitative production snapshot (concentrate/anode/cathode/molybdenum/gold-silver byproduct tonnage, 2021/22). No continuous annual series exists in this project's holdings for the intervening 1981-2020 period -- a real, large gap, logged not papered over. Task brief referenced a standalone 'Sar Cheshmeh narrative dataset' that does not exist as its own raw folder -- this chart entry IS that material, assembled from the two sources that actually contain it (see iran_mining_series/README.md).","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International)"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980"", ""restored_note"": ""citation-accuracy-audit restoration 2026-07-13: this row's audit-verified citation (originally fixed 2026-07-13T13:15 per logs/downloads/citation-accuracy-audit.log) had silently reverted to a fuzzy-matched value, likely when a later staging-merge pass re-ran build_citations.py from a pre-audit registry snapshot. Restored from the audit log's documented fix + the cited manifest.json files.""}, {""source_org"": ""Iran Mines and Mining Industries Development and Renovation Organization (IMIDRO)"", ""source_url"": ""imidro.gov.ir"", ""access_date"": ""2026-07-13"", ""time_range"": ""2002-2022"", ""restored_note"": ""citation-accuracy-audit restoration 2026-07-13: this row's audit-verified citation (originally fixed 2026-07-13T13:15 per logs/downloads/citation-accuracy-audit.log) had silently reverted to a fuzzy-matched value, likely when a later staging-merge pass re-ran build_citations.py from a pre-audit registry snapshot. Restored from the audit log's documented fix + the cited manifest.json files.""}]"
iran_new_mineral_reserves_valuation_2014_2021,"Newly Discovered Mineral Reserves, Valuation by Commodity",ارزش‌گذاری ذخایر معدنی تازه‌کشف‌شده به تفکیک کالا (IMIDRO),Mining & Minerals Production,تولید معدن و مواد معدنی,imidro-iran:annual-report-2021-22-extraction,,,iran_mining_series/imidro_new_mineral_reserves_value_2014_2021.csv,new,,,cumulative 2014/15-2021/22,"Valuation (quantity x assumed unit price), not a production or reserves-in-the-ground series -- distinct concept from the production charts above, flagged in README to avoid conflation. $27.8B cumulative total, dominated by copper ($16.6B) and iron ore ($5.86B).","[{""source_org"": ""Iran Mines and Mining Industries Development and Renovation Organization (IMIDRO)"", ""source_url"": ""imidro.gov.ir (original); already-downloaded file data/raw/imidro-iran/statistical-reports/annual-report-2021-2022.pdf from a prior round, not previously extracted into tabular data"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
iran_mining_capacity_growth_since_2002,Steel/Copper/Aluminum Production CAPACITY Growth Since IMIDRO's Founding (2002-2021),رشد ظرفیت تولید فولاد/مس/آلومینیوم از زمان تأسیس IMIDRO (2002-2021),Mining & Minerals Production,تولید معدن و مواد معدنی,imidro-iran:annual-report-2021-22-extraction,,,iran_mining_series/imidro_capacity_growth_since_2002.csv,new,,,2002/03 vs 2021/22 (two-point comparison),"Installed CAPACITY (steel 8->43.5M t/yr, copper cathode 190k->450k t/yr, aluminium billet 216k->770k t/yr), not actual annual output -- cross-referenced as a bridge point in the corresponding ACTUAL-production chart entries above (crude steel, aluminum) but kept as its own chart since capacity and output are different metrics that should not be silently merged into one series.","[{""source_org"": ""Iran Mines and Mining Industries Development and Renovation Organization (IMIDRO)"", ""source_url"": ""imidro.gov.ir (original); already-downloaded file data/raw/imidro-iran/statistical-reports/annual-report-2021-2022.pdf from a prior round, not previously extracted into tabular data"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
iran_processed_tea_output_pahlavi_era,"Processed Tea Output (Manufacturing, not Raw Leaf)",تولید چای فرآوری‌شده (فرآوری، نه برگ خام),Industry / Light Manufacturing,صنعت / صنایع سبک,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,specialty_goods_series/tea_1895_1984.csv (not yet registry-staged) | iran-sugar-tea-history:iranica-tea-cultivation-narrative-series-1895-1984 (1895-1984 (sparse)),,pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Tea),new,,,1954/55-1958/59,"This is PROCESSED/manufactured tea output (1000 metric tons), a distinct concept from FAOSTAT's 'Tea leaves — Production' (faostat__Tea leaves__production, raw agricultural leaf) and from this project's already-existing (but not yet registry-staged) hand-curated specialty_goods_series/tea_1895_1984.csv, which covers the same processed-tea-industry topic across a wider 1895-1984 span -- likely splices with that file once BOTH are staged together in a future registry pass; noted here so that future pass doesn't create a duplicate chart_id. || The target chart's own alt_sources note already flagged this file as '(not yet registry-staged), which covers the same processed-tea-industry topic across a wider 1895-1984 span' -- this audit resolves that. Pre-cultivation import era, cultivation-area buildout (100 ha 1920 -> 24,000+ ha 1968), state Iran Tea Organization/Company founding, production/import ranges -- broader companion to the target's narrow 1954-1959 refined-output-level series.","[{""source_org"": ""International Bank for Reconstruction and Development (World Bank)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-12"", ""time_range"": """"}]"
